* DEMO HOTELS
* Data was loaded from the application "Sample Hotel Search" on the day 2013-05-25 from a
* resource: http://api.hotelsbase.org/search.php?longitude=14.421138&latitude=50.087533
*
* License (http://api.hotelsbase.org/documentation.php):
* Each page that uses hotelsbase data must link to hotelsbase.org, in any many you choose.
* Hotelsbase (http://www.hotelbase.org/) is licensed under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
* Creative Commons License

NAME;NOTE;CITY;STREET;PHONE;STARS;HOME_PAGE;PRICE;ACTIVE
Pembridge Palace Hotel;a Hotel in London,England,United Kingdom.;-22;55 Princes Square; +44 20 7229 6262;3;http://www.pembridgehotel.co.uk;64;true
New Dawn Hotel;a Hotel in London,England,United Kingdom.;-22;95 Inverness Terrace;;2;http://www.newdawnhotel.com/;49;true
Lord Jim Hotel;a Hotel in London,England,United Kingdom.;-22;23-25 Penywern Road; +44 20 7373 8919;3;http://www.lordjim-hotel.co.uk;66;true
Thistle Euston;a Hotel in London,England,United Kingdom.;-22;Cardington Street; +44 871 376 9017;4;http://www.thistle.com;83;true
Britannia Hampstead Hotel;a Hotel in London,England,United Kingdom.;-22;Primrose Hill Road;;3;http://www.britanniahotels.com/;67;true
Holland Inn Hotel London;a Hotel in London,England,United Kingdom.;-22;59 Holland Road;;2;http://www.visitlondon.com/;51;true
Huttons Hotel;a Hotel in London,England,United Kingdom.;-22;53-57 Belgrave Road; +44 20 7834 3726;3;http://www.huttonshotel.com;68;true
Sacred Heart Lodge;a Place in London,England,United Kingdom.;-22;100 Hassett Road;;2;http://www.sacredheart.hillingdon.sch.uk/;51;true
Grange Strathmore Hotel;a Hotel in London,England,United Kingdom.;-22;41 Queens Gate Gardens; +44 20 7584 0512;4;http://www.grangehotels.com;86;true
New Linden Hotel;a Hotel in London,England,United Kingdom.;-22;59 Leinster Square;+44 (0)20 7221 432;4;http://www.newlinden.co.uk/;86;true
Bayswater Inn;a Hotel in London,England,United Kingdom.;-22;8-16 Princes Square; +44 20 7727 8621;3;http://www.laterooms.com;69;true
Golden Star Hotel London;a Apartment in London,England,United Kingdom.;-22;75 Warwick Way;;2;http://www.fivestaralliance.com/luxury-hotels/107/europe/united-kingdom;53;true
Kings Cross Hotel London;a Hotel in London,England,United Kingdom.;-22;60 Argyle street;0141 270 2171;2;http://www.kingscross-hotels.co.uk/?1894249844,588749949;53;true
Whiteleaf Hotel;a Hotel in London,England,United Kingdom.;-22;66-68 Inverness Terrace London W2 3LB; +44 20 7727 0681;2;http://www.whiteleafhotel.net;53;true
ABC Hyde Park Hotel;a Hotel in London,England,United Kingdom.;-22;121 Sussex Gardens; +44 20 7706 4660;3;http://www.abchydeparkhotel.co.uk;71;true
Travelodge London Central Moorgate;a Hotel in London,England,United Kingdom.;-22;7-12 City Road;;3;http://www.travelodge.co.uk/;71;true
Windmill Hotel London;a Hotel in London,England,United Kingdom.;-22;57 Cricklewood Broadway;;3;http://www.cheaphotelinlondon.net/hotels.aspx;71;true
Avni Luxury Serviced Apartments;a Apartment in London,England,United Kingdom.;-22;1 Harrington Gardens London Sw7 4Jj United Kingdom;+44 (0) 845 371 00;4;http://www.avniapartments.co.uk/;89;true
Dylan Paddington;a Apartment in London,England,United Kingdom.;-22;14 Devonshire Terrace;;4;http://www.dylanapartments.co.uk/apartments;89;true
Kensington Close Hotel;a Hotel in London,England,United Kingdom.;-22;Wrights Lane;0870 751 7770;4;http://www.kensingtonclosehotel.com/;89;true
Athena Palace Hotel Falkland London;a Hotel in London,England,United Kingdom.;-22;144-146 Falkland Road;5865589-1;2;http://www.londonnethotels.co.uk/Athena_Palace_Hotel.htm;54;true
Blair Victoria Hotel;a Hotel in London,England,United Kingdom.;-22;78 Warwick Way;020 7828 8603;2;http://www.blairvictoria.com/;54;true
City Continental London Kensington;a Hotel in London,England,United Kingdom.;-22;11-13 Penywern Road;+ 44 (0) 20 7373 6;3;http://www.citycontinentalkensington.co.uk/;72;true
Gresham Hotel London;a Hotel in London,England,United Kingdom.;-22;116 Sussex Gardens;;3;http://www.london.com/;72;true
Palace Court Hotel;a Hotel in London,England,United Kingdom.;-22;64-65 Princes Square; +44 20 7727 6626;2;http://www.palacecourthotel.com;54;true
Travelodge London Waterloo Hotel;a Hotel in London,England,United Kingdom.;-22;195 -203 Waterloo Road;;3.5;http://www2.travelodge.co.uk/;81;true
Henry VIII Hotel;a Hotel in London,England,United Kingdom.;-22;19 Leinster Gardens;902 93 24 24;4;http://www.hotelhenryviii.co.uk/;91;true
Prince William Hotel;a Hotel in London,England,United Kingdom.;-22;42-44 Gloucester Terrace;020 7724 7414;2;http://www.princewilliamhotel.co.uk/;55;true
Springfield Hotel London;a Hotel in London,England,United Kingdom.;-22;154 Sussex Gardens;;2;http://www.cheaphotelinlondon.net/hotels.aspx;55;true
Dawson House Hotel London;a Hotel in London,England,United Kingdom.;-22;72 Canfield Gardens;138 - 140;4;http://www.dawsons.com.au/Accommodation/UnitedKingdomIreland/England/London/;92;true
Georgian & Bower House Hotel London;a Hotel in London,England,United Kingdom.;-22;35-39 Saint Georges Drive;;4;http://www.georgiancarpetsuk.co.uk/;92;true
Goodwood Hotel;a Hotel in London,England,United Kingdom.;-22;10 Copers Cope Road; +44 20 8663 9199;4;http://www.goodwood-hotel.co.uk;92;true
Hotel 43 London;a Hotel in London,England,United Kingdom.;-22;43 Queensborough Terrace;;3;http://www.cheaphotelinlondon.net/hotels.aspx;74;true
London Guards Hotel;a Hotel in London,England,United Kingdom.;-22;36/37 Lancaster Gate; +44 20 7262 2551;3;http://www.londonguardshotel.co.uk;74;true
MB Hotel London;a Hotel in London,England,United Kingdom.;-22;276 Cricklewood Lane Brent; +49 69/9500554848;3;http://www.mbhotels.co.uk/;74;true
The Quality Maitrise Hotel;a Hotel in London,England,United Kingdom.;-22;53-59 Kilburn High Road; +44 20 7625 8532;4;http://www.qualitymaitrise.com;93;true
The Grapevine Hotel;a Hotel in London,England,United Kingdom.;-22;117 Warwick Way;+44 (0)20 7834 013;2;http://www.grapevinehotel.com/;56;true
Avonmore Hotel;a Hotel in London,England,United Kingdom.;-22;66 Avonmore Road; +44 20 7387 1939;3;http://www.avonmorehotel.net;75;true
Belmont and Astoria Hotel London;a Hotel in London,England,United Kingdom.;-22;104 Sussex Gardens;44-207-8707777;3;http://waldorfastoria3.hilton.com/en/hotels/united-kingdom/london-syon-park-a-waldorf-astoria-hotel-LHRSPWA/index.html;75;true
Camden Apartments London;a Apartment in London,England,United Kingdom.;-22;15 Pratt Street Camden;;3;http://property-for-sale-camden.houses-for--sale.co.uk/Apartment_for_sale_Flat_in_Camden_England_London_275602.html;75;true
Dillons Hotel London;a Hotel in London,England,United Kingdom.;-22;21 Belsize Park Hampstead;;3;http://www.cheaphotelinlondon.net/hotels.aspx;75;true
Linden House Hotel;a Hotel in London,England,United Kingdom.;-22;6 Sussex Place; +44 1279 813003;3;http://www.lindenhousestansted.co.uk;75;true
Notting Hill Gate Hotel;a Hotel in London,England,United Kingdom.;-22;7 Clanricarde Gardens;+44 (0) 207 243320;3;http://www.nottinghillgatehotel.co.uk/;75;true
Umi London;a Hotel in London,England,United Kingdom.;-22;16 Leinster Square; +44 20 7221 4073;3;http://umihotellondon.co.uk;75;true
Victor Hotel London;a Hotel in London,England,United Kingdom.;-22;51 Belgrave Road;;3;http://www.cheaphotelinlondon.net/hotels.aspx;75;true
Best Western The Boltons;a Hotel in London,England,United Kingdom.;-22;19-21 Penywern Road Earls Court;;4;http://www.bestwestern.com/reservations/hotels.asp?country=gb;94;true
Balham Lodge;a Place in London,England,United Kingdom.;-22;204 Bedford Hill Balham;0208 675 4888;3;http://www.balhamlodge.co.uk/;76;true
Colliers Hotel;a Hotel in London,England,United Kingdom.;-22;97 Warwick Way;;1;http://www.colliershotel.co.uk/;38;true
Comfort Hotel Finchley;a Hotel in London,England,United Kingdom.;-22;3 Leisure Way High Road; +44 20 8446 6644;3;http://www.choicehotelsuk.co.uk;76;true
Earls Court Gardens Hotel;a Hotel in London,England,United Kingdom.;-22;36 Earls Court Gardens;9091968376;1;http://www.earlscourtgardenshotel.co.uk/;38;true
Shaftesbury Premier Hyde Park Paddington;a Hotel in London,England,United Kingdom.;-22;78-82 Westbourne Terrace;020 7745 1212;4;http://www.theshaftesbury.co.uk/hydepark.php;95;true
BEST WESTERN Victoria Palace;a Hotel in London,England,United Kingdom.;-22;60 Warwick Way;+ 44 (0) 20 7821;3;http://www.bestwesternvictoriapalace.co.uk/;77;true
Garden Court Hotel London;a Hotel in London,England,United Kingdom.;-22;30-31 Kensington Gardens Square;;3;http://www.royalgardenhotel.co.uk/Home;77;true
Ibis London Earls Court;a Hotel in London,England,United Kingdom.;-22;47 Lillie Road;;3;http://www.ibishotel.com/gb/hotel-5623-ibis-london-earls-court/index.shtml;77;true
Premier by Eurotraveller;a Hotel in London,England,United Kingdom.;-22;194-202 Old Kent Road;0871 527 8648;3;http://www.premierinn.com/pti/hotelInformation.do?hotelId=23881;77;true
Raglan Hotel;a Hotel in London,England,United Kingdom.;-22;8-12 Queens Avenue;;3;http://www.theraglan.com/;77;true
Travelodge London Southwark;a Hotel in London,England,United Kingdom.;-22;202-206 Union Street;;3;http://www2.travelodge.co.uk/;77;true
Shaftesbury Premier London Notting Hill;a Hotel in London,England,United Kingdom.;-22;5-7 Princes Square;+44 (0) 20 7792 14;4;http://www.shaftesburyhotels.com/nottinghill.html;97;true
Hyde Park Executive Apartments Hotel;a Apartment in London,England,United Kingdom.;-22;8-18 Inverness Terrace;+44 (0) 207 229 92;4;http://www.hyde-park-executive-apartments.com/;98;true
Knightsbridge Green Hotel;a Hotel in London,England,United Kingdom.;-22;159 Knightsbridge; +44 20 7584 6274;4;http://www.knightsbridgegreenhotel.com;98;true
The Tophams Hotel Belgravia;a Hotel in London,England,United Kingdom.;-22;24-32 Ebury Street;44 (0)20 7730 3313;4;http://www.tophamshotel.com/;98;true
Central Park Hotel London;a Hotel in London,England,United Kingdom.;-22;49/67 Queensborough Terrace;;3;http://www.centralparklondon.co.uk/;79;true
Mabledon Court Hotel;a Hotel in London,England,United Kingdom.;-22;10-11 Mabledon Place;(020) 7388 3866;3;http://www.mabledonhotel.com/;79;true
The William IV Guesthouse London;a Bed and Breakfast in London,England,United Kingdom.;-22;786 Harrow Road;020 8450 4422;3;http://www.windmillhotelnorthlondon.co.uk/;79;true
Travelodge London Tower Bridge;a Hotel in London,England,United Kingdom.;-22;1 Goodmans Yard;+44 (0) 20 7403 37;3;http://www.towerbridge.org.uk/TBE/EN/;79;true
Troy Hotel;a Hotel in London,England,United Kingdom.;-22;68-70 Queensborough Terrace; +44 20 7792 1215;3;http://www.troy-hotel.co.uk;79;true
The Carlton Hotel London;a Hotel in London,England,United Kingdom.;-22;120 Maida Vale;+44 (0) 20 7493 81;4;http://www.theritzlondon.com/;99;true
Think Apartments Tower Bridge London;a Apartment in London,England,United Kingdom.;-22;37 Tanner Street;35964281;4;http://www.think-apartments.com/;99;true
Think Earls Court;a Apartment in London,England,United Kingdom.;-22;181 Warwick Road; +44 20 3465 9100;4;http://www.think-apartments.com/locations/earls-court/;99;true
Airways Hotel London;a Hotel in London,England,United Kingdom.;-22;29-31 St Georges Drive;+44 20 7834 0205;3;http://www.airways-hotel.com/;80;true
London Carlton Hotel;a Hotel in London,England,United Kingdom.;-22;90 Belgrave Road;320804-13;2;http://www.thelondoncarlton.com/;60;true
Manor Hotel London;a Hotel in London,England,United Kingdom.;-22;23 Nevern Place;;2;http://www.cheaphotelinlondon.net/hotels.aspx;60;true
Grand Royale London Hyde Park;a Hotel in London,England,United Kingdom.;-22;1 Inverness Terrace Hyde Park; +44 20 7745 1212;4;http://www.grandroyalelondon.co.uk;101;true
Dylan Kensington;a Apartment in London,England,United Kingdom.;-22;60/109 Warwick Road Earls Court;;3;http://www.dylanapartments.co.uk/;81;true
Pasha Hotel;a Hotel in London,England,United Kingdom.;-22;158 Camberwell Road; +44 20 7277 2228;3;http://www.pasharestaurants.co.uk;81;true
Elmwood Hotel;a Hotel in London,England,United Kingdom.;-22;19 Argyle Square; +44 20 7833 4818;2;http://www.elmwoodhotel.co.uk;61;true
Enrico Hotel;a Hotel in London,England,United Kingdom.;-22;77-79 Warwick Way; +44 20 7233 9995;2;http://www.tudorinnhotelvictoria.co.uk;61;true
Griffin House Hotel London;a Hotel in London,England,United Kingdom.;-22;10 Connaught Street;;2;http://www.visitlondon.com/;61;true
Hour Glass Hotel Walworth London;a Hotel in London,England,United Kingdom.;-22;77 Thurlow Street;020 7437 4370;2;http://www.londontown.com/LondonStreets/walworth_road_155.html/;61;true
London Shelton Hotel;a Hotel in London,England,United Kingdom.;-22;60 Wightman Rd;;2;http://www.londonshelton.com/;61;true
Chamberlain Hotel;a Hotel in London,England,United Kingdom.;-22;130-135 Minories;1-800-201-9652;4;http://www.chamberlainwesthollywood.com/;102;true
Mayflower Hotel & Apartments;a Hotel in London,England,United Kingdom.;-22;26-28 Trebovir Rd;+44 (0)20 7370 099;4;http://www.themayflowerhotel.co.uk/;102;true
The Gainsborough Hotel;a Hotel in London,England,United Kingdom.;-22;7-11 Queensberry Place;;4;http://www.hotelgainsborough.co.uk/;102;true
Church Street Hotel;a Hotel in London,England,United Kingdom.;-22;29-33 Camberwell Church Street; +44 20 7703 5984;4;http://www.churchstreethotel.com;103;true
Grange Langham Court;a Hotel in London,England,United Kingdom.;-22;31-35 Langham Street;;4;http://www.grangehotels.com/Hotels-London/Grange-Langham-Court-Hotel/Grange-Langham-Court-Hotel.aspx;103;true
Hyde Park Economy Apartments;a Apartment in London,England,United Kingdom.;-22;11 Inverness Terrace; +44 20 7985 0382;4;http://www.hydeparksuites.com;103;true
The Beauchamp;a Hotel in London,England,United Kingdom.;-22;24-27 Bedford Place;373-6812;4;http://www.thebeauchamp.com/;103;true
Fitzroy Hotel;a Hotel in London,England,United Kingdom.;-22;41 Fitzroy Street;;2;http://www.fitzroy-hotel.net/;62;true
Holiday Villa London;a Hotel in London,England,United Kingdom.;-22;37 Leinster Gardens;;3;http://www.londonselecthotels.com/;83;true
St. Mark Hotel;a Hotel in London,England,United Kingdom.;-22;4 Barkston Gardens; +44 20 7373 0060;3;http://www.st-markhotel.co.uk;83;true
Club Quarters St. Pauls;a Hotel in London,England,United Kingdom.;-22;24 Ludgate Hill; +44 20 7651 2200;4;http://www.clubquarters.com;105;true
Crescent Hotel London;a Hotel in London,England,United Kingdom.;-22;49-50 Cartwright Gardens Bloomsbury;;3;http://www.cheaphotelinlondon.net/hotels.aspx;84;true
Cromwell Crown Hotel;a Hotel in London,England,United Kingdom.;-22;139-141 Cromwell Road; +44 20 7370 1222;2;http://www.cromwellcrownhotel.com;63;true
Grand Parade Apartments;a Apartment in London,England,United Kingdom.;-22;45 Grand Parade Green Lanes;;2;http://www.grandparadehotel.co.uk/;63;true
Kensington Town House London;a Apartment in London,England,United Kingdom.;-22;32-36 Hogarth Road Earls Court; +44 20 7745 1212;3;http://www.kensingtonhogarthhotel.co.uk/;84;true
Lord Kensington Hotel;a Hotel in London,England,United Kingdom.;-22;38 Trebovir Road; +44 20 7373 7331;3;http://www.lordkensington.co.uk;84;true
Paddington Court Rooms London;a Hotel in London,England,United Kingdom.;-22;3 Devonshire Terrace;011-800-868-36266;3;http://www.paddingtoncourt.com/;84;true
Vintage Hostel;a Hostel in Paris,Île-de-France,France.;-21;73 rue de Dunkerque 09. Opéra; +33 1 42 64 22 02;2;http://www.villagehostel.fr;26;true
Hotel Pulitzer Paris;a Hotel in Paris,Île-de-France,France.;-21;23 Rue Du Faubourg Montmartre; +33 1 53 34 98 10;3;http://www.hotelpulitzer.com;35;true
Hotel Etoile Pereire;a Hotel in Paris,Île-de-France,France.;-21;146 Boulevard Pereire; +33 1 42 67 60 00;3;http://www.paris-hotel-etoile.com;39;true
Peace and Love Hostel Paris;a Hostel in Paris,Île-de-France,France.;-21;245 Rue La Fayette;+33 1 46 07 65 11;2;http://www.paris-hostels.com/;31;true
Hotel Lafayette;a Hotel in Paris,Île-de-France,France.;-21;198, rue Lafayette,; +33 1 40 35 76 07;3.5;http://www.galerieslafayette.com;52;true
Adagio Access Vanves Porte de Chatillon;a Hotel in Hauts-de-Seine,Île-de-France,France.;-21;5 rue Aristide Briand,; +33 1 40 95 56 00;3.5;http://www.accorhotels.com;53;true
Victory Hotel Galou;a Hotel in Paris,Île-de-France,France.;-21;15 Passage De L Industrie;01 47 70 10 84;3;http://www.victory-hotel-galou.com/en/accueil.html;49;true
Hotel Elysees 8;a Hotel in Paris,Île-de-France,France.;-21;16 Rue Cambaceres; +33 1 43 59 23 46;3;http://www.elyseeshotel.com;50;true
Hotel Prince Albert Monceau;a Hotel in Paris,Île-de-France,France.;-21;9 Rue Tarbe;+33 (0)1 47 54 06;2;http://www.hotelprincealbertwagram.com/;38;true
Etap Paris Porte DOrleans;a Hotel in Paris,Île-de-France,France.;-21;15-21 Boulevard Romain Rolland,; +33 1 45 45 49 49;4.0;http://www.accorhotels.com;65;true
Hotel de Nesle;a Hotel in Paris,Île-de-France,France.;-21;7 rue de Nesle,; +33 1 44 59 28 79;4.0;http://www.hoteldeneuveparis.com;67;true
Le Grand Hotel;a Hotel in Hauts-de-Seine,Île-de-France,France.;-21;36 boulevard Jean Jaures,; +33 1 40 07 32 32;2.5;http://www.intercontinental.com;48;true
Nation Hotel;a Hotel in Paris,Île-de-France,France.;-21;4 Rue Boissieu;33(0) 1 46 06 39 7;3;http://hotelnationmontmartre.com/;55;true
Lux Hotel Picpus;a Hotel in Paris,Île-de-France,France.;-21;74, boulevard de Picpus,; +33 1 43 44 55 56;4.5;http://www.parisluxhotel.com/;77;true
Hotel Le Canal;a Hotel in Paris,Île-de-France,France.;-21;48 Rue De Flandre; +33 1 40 05 00 57;3;http://www.hotellecanal.com;57;true
Pavillon Bercy Gare de Lyon;a Hotel in Paris,Île-de-France,France.;-21;209/211 Rue De Charenton; +33 1 43 40 80 30;3;http://www.pavillon-bercy-gare-de-lyon.com;57;true
Pavillon Villiers Etoile;a Hotel in Paris,Île-de-France,France.;-21;6 Rue Lebouteux; +33 1 40 53 05 05;3;http://www.pavillon-villiers.com;58;true
Hotel Bonsejour Montmartre;a Hotel in Paris,Île-de-France,France.;-21;11 Rue Burq;33 (1) 42 54 22 53;3;http://www.hotel-bonsejour-montmartre.fr/pages/en48alhomepag.html;59;true
Hotel Montpellier;a Hotel in Paris,Île-de-France,France.;-21;64 Boulevard Rochechouart; +33 1 42 96 28 50;3;http://www.montpensierparis.com;59;true
Pavillon Republique les Halles;a Hotel in Paris,Île-de-France,France.;-21;7-9 Rue Pierre Chausson; +33 1 40 18 11 00;3;http://www.pavillon-republique-les-halles.com;59;true
Hotel Victoria;a Hotel in Paris,Île-de-France,France.;-21;1, boulevard Ornano,; +33 1 60 74 90 10;3.5;http://www.hotelvictoria.com;67;true
Le Petit Chatelet;a Hotel in Paris,Île-de-France,France.;-21;8 rue St-Denis,; +33 1 42 33 32 31;4.5;http://www.lepetitchatelet.com;82;true
Balladins Superior Hotel Bobigny;a Hotel in Bobigny,Île-de-France,France.;-21;302 Avenue Paul Vaillant Couturier;;3;http://www.balladins.com/;60;true
Hotel Rhetia;a Hotel in Paris,Île-de-France,France.;-21;3, Rue du General Blaise,; +33 1 47 00 47 18;3.0;http://hotel.rhetia.free.fr;60;true
Normandy Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;7 Rue De L Echelle;;4;http://www.leshotelsdeparis.com/les-hotels-de-paris.html?l=EN;78;true
Hotel DAlsace Paris;a Hotel in Paris,Île-de-France,France.;-21;85 Boulevard de Strasbourg;;3;http://paris.indymedia.org/;63;true
Pavillon Pereire Arc de Triomphe;a Hotel in Paris,Île-de-France,France.;-21;51 Boulevard Pereire; +33 1 44 01 04 90;3;http://www.pavillon-pereire-arc-de-triomphe.com;63;true
Villa Eugenie;a Hotel in Paris,Île-de-France,France.;-21;167 Rue De Rome; +33 1 44 29 06 06;4;http://www.villa-eugenie.com;79;true
Hipotel Paris Belleville;a Hotel in Paris,Île-de-France,France.;-21;21 Rue Vic D Azir; +33 1 42 08 47 37;2;http://www.hipotel.fr;48;true
Hotel Atlanta Frochot;a Hotel in Paris,Île-de-France,France.;-21;9 Rue Frochot; +33 1 48 78 37 14;3;http://www.atlantafrochot-paris-hotel.com;64;true
Kyriad Paris IX Montmartre;a Hotel in Paris,Île-de-France,France.;-21;55 Rue Jean Baptiste Pigalle; +33 1 48 74 02 33;3;http://www.hotelparismontmartre.com;64;true
Hipotel Paris Voltaire;a Hotel in Paris,Île-de-France,France.;-21;132 Boulevard Voltaire,; +33 1 43 79 31 18;3.0;http://www.hipotel.fr;64;true
Hotel Cervantes Paris;a Hotel in Paris,Île-de-France,France.;-21;19 Rue De Berne;;3;http://paris.indymedia.org/;65;true
Hotel Magenta Paris;a Hotel in Paris,Île-de-France,France.;-21;38 Boulevard De Magenta; +33 1 42 06 13 88;3;http://www.hotelmagentaparis.com/EN.hotel-magenta-paris.home.html;65;true
Pavillon Porte de Versailles;a Hotel in Paris,Île-de-France,France.;-21;37 Rue Du Hameau; +33 1 48 28 16 79;3;http://www.viparis.com;66;true
Le Fontainebleau;a Hotel in Chevilly-Larue,Île-de-France,France.;-21;94/196 Avenue de Stalingrad;627945-5;2;http://www.letsbookhotel.com/fr/france/chevilly-larue/hotel/le-fontainebleau.aspx;50;true
Hotel Losserand Montparnasse;a Hotel in Paris,Île-de-France,France.;-21;76 Rue Raymond Losserand;3741837-20;3;http://www.pavillon-losserand-montparnasse.com/EN/;67;true
Ibis Paris Avenue dItalie;a Hotel in Paris,Île-de-France,France.;-21;15 Bis Avenue dItalie;	1-800-515-5679;3;http://www.ibishotel.com/gb/hotel-0634-ibis-paris-porte-d-italie/index.shtml;67;true
Ibis Paris Italie Tolbiac 13eme;a Hotel in Paris,Île-de-France,France.;-21;177 Rue De Tolbiac;	1-800-515-5679;3;http://www.ibishotel.com/fr/hotel-0923-ibis-paris-italie-tolbiac-13eme/index.shtml;67;true
Studio Hotel;a Hotel in Paris,Île-de-France,France.;-21;25 rue Alain Chartier,; +33 1 48 28 66 48;3.0;http://www.paris-hotels-montmartre.com;67;true
Villa Royale Montsouris;a Hotel in Paris,Île-de-France,France.;-21;144 Rue De La Tombe Issoire; +33 6 30 58 15 34;4;http://www.leshotelsdeparis.com;84;true
61 Paris Nation Hotel;a Hotel in Paris,Île-de-France,France.;-21;61 Rue De La Voute;+33 (0)1 43 45 41;3;http://www.61-paris-nation-hotel.com/en/;68;true
Hotel Batignolles Villiers;a Hotel in Paris,Île-de-France,France.;-21;11 Rue Des Batignolles;33(0)1 45 22 50 58;3;http://www.hotel-batignolles-villiers.com/;68;true
Ideal Hotel design;a Hotel in Paris,Île-de-France,France.;-21;108 Boulevard Jourdan; +33 1 45 40 45 16;3;http://www.idealhotel.fr;68;true
Le Carrosse;a Hotel in Paris,Île-de-France,France.;-21;88 rue Desnouettes,; +33 1 42 50 02 02;3.0;http://www.le-carrosse.fr;68;true
La Villa Alessandra;a Hotel in Paris,Île-de-France,France.;-21;9 Place Boulnois;3741837-7;4;http://www.villa-alessandra.com/;86;true
Villa Lutece Port Royal;a Hotel in Paris,Île-de-France,France.;-21;52-52 Bis Rue Jenner; +33 1 53 61 90 90;4;http://www.villa-lutece-port-royal.com;86;true
Villa Montparnasse;a Hotel in Paris,Île-de-France,France.;-21;2 Rue Boulard; +33 1 56 80 34 34;4;http://www.villa-montparnasse.com;86;true
Pavillon Courcelles Parc Monceau;a Apartment in Paris,Île-de-France,France.;-21;25 Rue De Saussure; +33 1 56 33 23 23;3;http://www.pavillon-monceau-etoile.com;69;true
Adagio Access Paris La Villette;a Hotel in Paris,Île-de-France,France.;-21;28 bis avenue Corentin Cariou;44724200;3;http://www.adagio-city.com/gb/hotel-8368-adagio-access-paris-la-villette-ex-citea/nearby.shtml;70;true
BEST WESTERN Le Saint-Maurice;a Hotel in Saint-Maurice,Île-de-France,France.;-21;12 Rue Du Marechal Leclerc;;3;http://www.bestwestern.com/reservations/hotels.asp?country=fr;70;true
Hotel Eurotel Paris;a Hotel in Paris,Île-de-France,France.;-21;67 Boulevard De Clichy;;3;http://www.reservation-parishotels.com/districts.php?dis=2;70;true
Est Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;49 Boulevard Magenta;(312) 212-3543;3;http://www.paris-reservations.com/search_hotels.php;71;true
Mon Reve Amadeus;a Hotel in Paris,Île-de-France,France.;-21;76 Avenue Felix Faure;(33) 1 45 54 35 63;3;http://www.amadeus-hotel-paris.com/;71;true
Hotel Kyriad Paris 19 La Villette;a Hotel in Paris,Île-de-France,France.;-21;147/151 Avenue De Flandre;1313223-1;3;http://www.parkingsdeparis.com/hotels.php;72;true
Hotel Little;a Hotel in Paris,Île-de-France,France.;-21;3 Rue Pierre Chausson;230 3500;2;http://www.littlehotelsoffrance.co.uk/paris.php;54;true
Hotel Tronchet;a Hotel in Paris,Île-de-France,France.;-21;22 Rue Tronchet; +33 1 47 42 26 14;3;http://www.hotel-tronchet.com;72;true
Parc Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;60 Rue Beaunier; +33 1 45 40 77 02;2;http://www.parc-hotel-paris.com;54;true
Villa Luxembourg;a Apartment in Paris,Île-de-France,France.;-21;121 Boulevard Du Montparnasse; +33 1 43 35 46 35;4;http://www.villa-luxembourg.com;91;true
Hotel Murat Paris;a Hotel in Paris,Île-de-France,France.;-21;119 Bis Boulevard Murat;+33 (0) 1 46 51 12;3;http://www.paris-hotel-murat.com/hotel-murat-english/the-hotel-01.html;73;true
Hotel Choisy;a Hotel in Paris,Île-de-France,France.;-21;135, avenue de Choisy,; +33 1 45 74 21 86;3.0;http://www.doisy.com;73;true
Hotel du Roi Rene;a Hotel in Paris,Île-de-France,France.;-21;72 Place Du Dr Félix Lobligeois; +33 1 42 26 72 73;2;http://www.roi-rene.com;55;true
Hotel Mistral;a Hotel in Paris,Île-de-France,France.;-21;24, rue Cels,; +33 1 43 20 25 43;4.0;http://www.hotel-mistral-paris.com;92;true
Appi Hotel;a Hotel in Paris,Île-de-France,France.;-21;158 Rue Saint-Denis;;1;http://www.appihotel.com/;37;true
Comfort Hotel Paris Montmartre;a Hotel in Paris,Île-de-France,France.;-21;13 Rue Lecluse;;3;http://www.hotels-paris.fr/en/hotel/Montmartre-Pigalle.htm;74;true
Hotel de Chateaudun;a Hotel in Paris,Île-de-France,France.;-21;30 Rue De Chateaudun;+33 (0) 1 43 80 31;3;http://www.arc-avenues-hotels.com;74;true
Lafayette Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;198 Rue Lafayette;+33 1 40 68 50 68;1;http://www.concorde-lafayette.com/en/;37;true
Pavillon Saint Augustin;a Hotel in Paris,Île-de-France,France.;-21;16 Rue De La Pepiniere; +33 1 53 04 96 96;3;http://www.pavillon-saint-augustin.com;74;true
Comfort Hotel Davout Nation;a Hotel in Paris,Île-de-France,France.;-21;110 Rue Des Orteaux;(33) 1 40 09 28 28;2;http://www.comfortinn.com/hotel-paris-france-FR321;56;true
Hotel les Jardins dAlesia;a Hotel in Paris,Île-de-France,France.;-21;34 Rue dalesia;+33 (0) 1 43 27 60;2;http://www.alesia-paris-hotel.com/english/;56;true
Hotel De La Comete;a Hotel in Paris,Île-de-France,France.;-21;196 boulevard de la Villette,; +33 1 42 08 55 88;3.5;http://www.budgetplaces.com;84;true
Ambassadeur Hotel Paris;a Hotel in Paris,Île-de-France,France.;-21;153 Rue Legendre;;3;http://www.ambassadeur-hotel-paris.com/index.htm;75;true
Hotel Metropol Paris;a Hotel in Paris,Île-de-France,France.;-21;98 rue de Maubeuge;301546-311;3;http://paris-hotel-metropol.com/;75;true
